#Release 14.7 - par P.20131013 (nt64)
#Copyright (c) 1995-2013 Xilinx, Inc.  All rights reserved.

#Fri Feb 17 17:42:22 2023

#
## NOTE: This file is designed to be imported into a spreadsheet program
# such as Microsoft Excel for viewing, printing and sorting. The |
# character is used as the data field separator. This file is also designed
# to support parsing.
#
#INPUT FILE:       gbase_top_map.ncd
#OUTPUT FILE:      gbase_top_pad.csv
#PART TYPE:        xc5vsx95t
#SPEED GRADE:      -2
#PACKAGE:          ff1136
#
# Pinout by Pin Number:
# 
# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
Pin Number,Signal Name,Pin Usage,Pin Name,Direction,IO Standard,IO Bank Number,Drive (mA),Slew Rate,Termination,IOB Delay,Voltage,Constraint,IO Register,Signal Integrity,
N30,amc_port_n[2][7],IOB,IO_L11N_CC_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
N31,,,GND,,,,,,,,,,,,
N32,amc_port_n[6][4],IOB,IO_L15N_SM13N_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
N33,amc_port_p[0][11],IOB,IO_L12P_VRN_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
N34,amc_port_n[6][5],IOB,IO_L14N_VREF_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
P1,,IPAD,MGTRXN0_112,UNUSED,,,,,,,,,,,
P2,,,GND,,,,,,,,,,,,
P3,,IPAD,MGTREFCLKN_112,UNUSED,,,,,,,,,,,
P4,,IPAD,MGTREFCLKP_112,UNUSED,,,,,,,,,,,
P5,,IOBS,IO_L3N_12,UNUSED,,12,,,,,,,,,
P6,,IOBS,IO_L5N_12,UNUSED,,12,,,,,,,,,
P7,,IOBM,IO_L5P_12,UNUSED,,12,,,,,,,,,
P8,,,GND,,,,,,,,,,,,
P9,arwen_data_b_n[19],IOBS,IO_L12N_VRP_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
P10,arwen_data_b_n[22],IOBS,IO_L14N_VREF_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
P11,,,VCCAUX,,,,,,,,2.5,,,,
P12,,,GND,,,,,,,,,,,,
P13,,,VCCINT,,,,,,,,1.0,,,,
P14,,,GND,,,,,,,,,,,,
P15,,,D_IN_0,,,,,,,,,,,,
P16,,,GND,,,,,,,,,,,,
P17,,,VCCINT,,,,,,,,1.0,,,,
P18,,,GND,,,,,,,,,,,,
P19,,,VCCINT,,,,,,,,1.0,,,,
P20,,,GND,,,,,,,,,,,,
P21,,,VCCINT,,,,,,,,1.0,,,,
P22,,,GND,,,,,,,,,,,,
P23,,,VCCAUX,,,,,,,,2.5,,,,
P24,amc_port_n[3][11],IOB,IO_L17N_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
P25,amc_port_p[3][10],IOB,IO_L18P_19,INPUT,LVDS_25,19,,,,NONE,,LOCATED,NO,DIFF_TERM,
P26,,IOBM,IO_L16P_19,UNUSED,,19,,,,,,,,,
P27,,IOBS,IO_L16N_19,UNUSED,,19,,,,,,,,,
P28,,,GND,,,,,,,,,,,,
P29,amc_port_n[2][3],IOB,IO_L8N_CC_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
P30,amc_port_n[2][8],IOB,IO_L10N_CC_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
P31,amc_port_p[2][8],IOB,IO_L10P_CC_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
P32,amc_port_p[6][4],IOB,IO_L15P_SM13P_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
P33,,,VCCO_15,,,15,,,,,any******,,,,
P34,amc_port_p[6][5],IOB,IO_L14P_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
R1,,IPAD,MGTRXN1_112,UNUSED,,,,,,,,,,,
R2,,,GND,,,,,,,,,,,,
R3,,,MGTAVCC_112,,,,,,,,,,,,
R4,,,MGTAVCC_112,,,,,,,,,,,,
R5,,,GND,,,,,,,,,,,,
R6,arwen_data_b_p[23],IOBM,IO_L7P_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
R7,arwen_data_b_p[16],IOBM,IO_L9P_CC_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
R8,arwen_data_b_n[16],IOBS,IO_L9N_CC_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
R9,arwen_data_b_p[19],IOBM,IO_L12P_VRN_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
R10,,,GND,,,,,,,,,,,,
R11,arwen_data_b_p[22],IOBM,IO_L14P_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
R12,,,VCCINT,,,,,,,,1.0,,,,
R13,,,GND,,,,,,,,,,,,
R14,,,VCCINT,,,,,,,,1.0,,,,
R15,,,GND,,,,,,,,,,,,
R16,,,VCCINT,,,,,,,,1.0,,,,
R17,,,GND,,,,,,,,,,,,
R18,,,VCCINT,,,,,,,,1.0,,,,
R19,,,GND,,,,,,,,,,,,
R20,,,VCCINT,,,,,,,,1.0,,,,
R21,,,GND,,,,,,,,,,,,
R22,,,VCCINT,,,,,,,,1.0,,,,
R23,,,GND,,,,,,,,,,,,
R24,,IOBM,IO_L19P_19,UNUSED,,19,,,,,,,,,
R25,,,GND,,,,,,,,,,,,
R26,amc_port_p[2][0],IOB,IO_L17P_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
R27,amc_port_n[2][0],IOB,IO_L17N_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
R28,amc_port_p[2][9],IOB,IO_L12P_VRN_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
R29,amc_port_n[2][9],IOB,IO_L12N_VRP_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
R30,,,VCCO_11,,,11,,,,,any******,,,,
R31,amc_port_n[4][5],IOB,IO_L13N_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
R32,amc_port_n[6][6],IOB,IO_L17N_SM11N_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
R33,amc_port_p[6][6],IOB,IO_L17P_SM11P_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
R34,amc_port_n[6][7],IOB,IO_L16N_SM12N_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
T1,,IPAD,MGTRXP1_112,UNUSED,,,,,,,,,,,
T2,,OPAD,MGTTXN1_112,UNUSED,,,,,,,,,,,
T3,,,MGTAVCCPLL_112,,,,,,,,,,,,
T4,,,GND,,,,,,,,,,,,
T5,,,GND,,,,,,,,,,,,
T6,arwen_data_b_n[23],IOBS,IO_L7N_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
T7,,,VCCO_12,,,12,,,,,2.50,,,,
T8,arwen_data_b_p[17],IOBM,IO_L10P_CC_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
T9,arwen_data_b_p[20],IOBM,IO_L18P_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
T10,arwen_data_b_p[21],IOBM,IO_L16P_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
T11,arwen_data_b_n[21],IOBS,IO_L16N_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
T12,,,GND,,,,,,,,,,,,
T13,,,VCCINT,,,,,,,,1.0,,,,
T14,,,GND,,,,,,,,,,,,
T15,,,VCCINT,,,,,,,,1.0,,,,
T16,,,GND,,,,,,,,,,,,
T17,,,AVSS_0,,,,,,,,,,,,
T18,,,AVDD_0,,,,,,,,,,,,
T19,,,VCCINT,,,,,,,,1.0,,,,
T20,,,GND,,,,,,,,,,,,
T21,,,VCCINT,,,,,,,,1.0,,,,
T22,,,GND,,,,,,,,,,,,
T23,,,VCCAUX,,,,,,,,2.5,,,,
T24,,IOBS,IO_L19N_19,UNUSED,,19,,,,,,,,,
T25,,IOBS,IO_L19N_15,UNUSED,,15,,,,,,,,,
T26,amc_port_n[2][2],IOB,IO_L18N_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
T27,,,VCCO_11,,,11,,,,,any******,,,,
T28,amc_port_p[2][10],IOB,IO_L15P_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
T29,amc_port_n[2][10],IOB,IO_L15N_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
T30,amc_port_n[4][4],IOB,IO_L14N_VREF_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
T31,amc_port_p[4][5],IOB,IO_L13P_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
T32,,,GND,,,,,,,,,,,,
T33,amc_port_p[6][7],IOB,IO_L16P_SM12P_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
T34,amc_port_n[6][8],IOB,IO_L18N_SM10N_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
U2,,OPAD,MGTTXP1_112,UNUSED,,,,,,,,,,,
U3,,,MGTAVTTTX_112,,,,,,,,,,,,
U4,,,NC,,,,,,,,,,,,
U5,,,NC,,,,,,,,,,,,
U6,,,GND,,,,,,,,,,,,
U7,arwen_data_b_n[17],IOBS,IO_L10N_CC_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
U8,arwen_init_in_n,IOB,IO_L17N_18,INPUT,LVDS_25,18,,,,NONE,,LOCATED,NO,NONE,
U9,,,GND,,,,,,,,,,,,
U10,arwen_data_b_n[20],IOBS,IO_L18N_12,OUTPUT,LVDS_25,12,,,,,,LOCATED,NO,NONE,
U11,,,GND,,,,,,,,,,,,
U12,,,VCCINT,,,,,,,,1.0,,,,
U13,,,GND,,,,,,,,,,,,
U14,,,VCCINT,,,,,,,,1.0,,,,
U15,,,GND,,,,,,,,,,,,
U16,,,VCCINT,,,,,,,,1.0,,,,
U17,,,VREFN_0,,,,,,,,,,,,
U18,,IPAD,VP_0,UNUSED,,0,,,,,,,,,
U19,,,GND,,,,,,,,,,,,
U20,,,VCCINT,,,,,,,,1.0,,,,
U21,,,GND,,,,,,,,,,,,
U22,,,VCCINT,,,,,,,,1.0,,,,
U23,,,GND,,,,,,,,,,,,
U24,,,VCCAUX,,,,,,,,2.5,,,,
U25,,IOBM,IO_L19P_15,UNUSED,,15,,,,,,,,,
U26,amc_port_p[2][2],IOB,IO_L18P_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
U27,amc_port_p[2][11],IOB,IO_L16P_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
U28,amc_port_n[2][11],IOB,IO_L16N_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
U29,,,GND,,,,,,,,,,,,
U30,amc_port_p[4][4],IOB,IO_L14P_15,INPUT,LVDS_25,15,,,,NONE,,LOCATED,NO,DIFF_TERM,
U31,amc_port_n[6][9],IOB,IO_L19N_SM9N_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
U32,amc_port_p[6][9],IOB,IO_L19P_SM9P_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
U33,amc_port_p[6][8],IOB,IO_L18P_SM10P_11,INPUT,LVDS_25,11,,,,NONE,,LOCATED,NO,DIFF_TERM,
U34,,,GND,,,,,,,,,,,,
V2,,OPAD,MGTTXP0_114,UNUSED,,,,,,,,,,,
V3,,,MGTAVTTTX_114,,,,,,,,,,,,
V4,,,MGTRREF_112,,,,,,,,,,,,
V5,,,MGTAVTTRXC,,,,,,,,,,,,
V6,,,GND,,,,,,,,,,,,
V7,,IOBS,IO_L11N_CC_18,UNUSED,,18,,,,,,,,,
V8,arwen_init_in_p,IOB,IO_L17P_18,INPUT,LVDS_25,18,,,,NONE,,LOCATED,NO,NONE,
V9,arwen_cclk_out_n,IOBS,IO_L19N_18,OUTPUT,LVDS_25,18,,,,,,LOCATED,NO,NONE,
V10,arwen_cclk_out_p,IOBM,IO_L19P_18,OUTPUT,LVDS_25,18,,,,,,LOCATED,NO,NONE,
V11,,,VCCAUX,,,,,,,,2.5,,,,
V12,,,GND,,,,,,,,,,,,
V13,,,VCCINT,,,,,,,,1.0,,,,
V14,,,GND,,,,,,,,,,,,
V15,,,VCCINT,,,,,,,,1.0,,,,
V16,,,GND,,,,,,,,,,,,
V17,,IPAD,VN_0,UNUSED,,0,,,,,,,,,
V18,,,VREFP_0,,,,,,,,,,,,
V19,,,VCCINT,,,,,,,,1.0,,,,
V20,,,GND,,,,,,,,,,,,
V21,,,VCCINT,,,,,,,,1.0,,,,
V22,,,GND,,,,,,,,,,,,
V23,,,VCCAUX,,,,,,,,2.5,,,,
V24,amc_port_n[7][11],IOB,IO_L0N_17,INPUT,LVDS_25,17,,,,NONE,,LOCATED,NO,DIFF_TERM,
V25,amc_port_p[7][10],IOB,IO_L2P_17,INPUT,LVDS_25,17,,,,NONE,,LOCATED,NO,DIFF_TERM,
V26,,,GND,,,,,,,,,,,,
V27,amc_port_n[7][8],IOB,IO_L5N_17,INPUT,LVDS_25,17,,,,NONE,,LOCATED,NO,DIFF_TERM,
V28,amc_port_p[7][8],IOB,IO_L5P_17,INPUT,LVDS_25,17,,,,NONE,,LOCATED,NO,DIFF_TERM,
V29,amc_port_n[7][6],IOB,IO_L7N_17,INPUT,LVDS_25,17,,,,NONE,,LOCATED,NO,DIFF_TERM,
V30,amc_port_p[7][5],IOB,IO_L4P_17,INPUT,LVDS_25,17,,,,NONE,,LOCATED,NO,DIFF_TERM,
V31,,,VCCO_11,,,11,,,,,any******,,,,
V32,amc_port_p[6][10],IOB,IO_L0P_SM8P_13,INPUT,LVDS_25,13,,,,NONE,,LOCATED,NO,DIFF_TERM,
V33,amc_port_n[6][10],IOB,IO_L0N_SM8N_13,INPUT,LVDS_25,13,,,,NONE,,LOCATED,NO,DIFF_TERM,
V34,amc_port_n[6][11],IOB,IO_L1N_SM7N_13,INPUT,LVDS_25,13,,,,NONE,,LOCATED,NO,DIFF_TERM,
W1,,IPAD,MGTRXP0_114,UNUSED,,,,,,,,,,,
W2,,OPAD,MGTTXN0_114,UNUSED,,,,,,,,,,,
W3,,,MGTAVTTRX_114,,,,,,,,,,,,
W4,,,GND,,,,,,,,,,,,
W5,,,GND,,,,,,,,,,,,
W6,arwen_data_b_p[24],IOBM,IO_L8P_CC_18,OUTPUT,LVDS_25,18,,,,,,LOCATED,NO,NONE,
W7,,IOBM,IO_L11P_CC_18,UNUSED,,18,,,,,,,,,
W8,,,VCCO_18,,,18,,,,,2.50,,,,
W9,arwen_d0_n,IOBS,IO_L15N_18,OUTPUT,LVDS_25,18,,,,,,LOCATED,NO,NONE,
W10,arwen_d0_p,IOBM,IO_L15P_18,OUTPUT,LVDS_25,18,,,,,,LOCATED,NO,NONE,
W11,,IOBS,IO_L13N_18,UNUSED,,18,,,,,,,,,
W12,,,VCCINT,,,,,,,,1.0,,,,
W13,,,GND,,,,,,,,,,,,
W14,,,VCCINT,,,,,,,,1.0,,,,
W15,,,GND,,,,,,,,,,,,
W16,,,VCCINT,,,,,,,,1.0,,,,
W17,,,DXN_0,,,,,,,,,,,,
W18,,,DXP_0,,,,,,,,,,,,
W19,,,GND,,,,,,,,,,,,
W20,,,VCCINT,,,,,,,,1.0,,,,
W21,,,GND,,,,,,,,,,,,
W22,,,VCCINT,,,,,,,,1.0,,,,
W23,,,GND,,,,,,,,,,,,
W24,amc_port_p[7][11],IOB,IO_L0P_17,INPUT,LVDS_25,17,,,,NONE,,LOCATED,NO,DIFF_TERM,
W25,amc_port_n[7][10],IOB,IO_L2N_17,INPUT,LVDS_25,17,,,,NONE,,LOCATED,NO,DIFF_TERM,
W26,amc_port_n[7][9],IOB,IO_L1N_17,INPUT,LVDS_25,17,,,,NONE,,LOCATED,NO,DIFF_TERM,
W27,amc_port_n[7][7],IOB,IO_L3N_17,INPUT,LVDS_25,17,,,,NONE,,LOCATED,NO,DIFF_TERM,
W28,,,VCCO_13,,,13,,,,,any******,,,,
W29,amc_port_p[7][6],IOB,IO_L7P_17,INPUT,LVDS_25,17,,,,NONE,,LOCATED,NO,DIFF_TERM,
W30,amc_port_n[7][5],IOB,IO_L4N_VREF_17,INPUT,LVDS_25,17,,,,NONE,,LOCATED,NO,DIFF_TERM,
W31,amc_port_p[7][3],IOB,IO_L6P_17,INPUT,LVDS_25,17,,,,NONE,,LOCATED,NO,DIFF_TERM,
W32,amc_port_n[4][3],IOB,IO_L4N_VREF_13,INPUT,LVDS_25,13,,,,NONE,,LOCATED,NO,DIFF_TERM,
W33,,,GND,,,,,,,,,,,,
W34,amc_port_p[6][11],IOB,IO_L1P_SM7P_13,INPUT,LVDS_25,13,,,,NONE,,LOCATED,NO,DIFF_TERM,
Y1,,IPAD,MGTRXN0_114,UNUSED,,,,,,,,,,,
Y2,,,GND,,,,,,,,,,,,
Y3,,IPAD,MGTREFCLKN_114,UNUSED,,,,,,,,,,,
Y4,,IPAD,MGTREFCLKP_114,UNUSED,,,,,,,,,,,
Y5,,,GND,,,,,,,,,,,,
Y6,arwen_data_b_n[24],IOBS,IO_L8N_CC_18,OUTPUT,LVDS_25,18,,,,,,LOCATED,NO,NONE,
Y7,arwen_data_b_n[26],IOBS,IO_L6N_18,OUTPUT,LVDS_25,18,,,,,,LOCATED,NO,NONE,
Y8,arwen_done_in_p,IOB,IO_L4P_18,INPUT,LVDS_25,18,,,,NONE,,LOCATED,NO,NONE,
Y9,arwen_done_in_n,IOB,IO_L4N_VREF_18,INPUT,LVDS_25,18,,,,NONE,,LOCATED,NO,NONE,
Y10,,,GND,,,,,,,,,,,,
Y11,,IOBM,IO_L13P_18,UNUSED,,18,,,,,,,,,
Y12,,,GND,,,,,,,,,,,,
Y13,,,VCCINT,,,,,,,,1.0,,,,
Y14,,,GND,,,,,,,,,,,,
Y15,,,VCCINT,,,,,,,,1.0,,,,
Y16,,,GND,,,,,,,,,,,,
Y17,,,VCCINT,,,,,,,,1.0,,,,
Y18,,,GND,,,,,,,,,,,,
Y19,,,VCCINT,,,,,,,,1.0,,,,
Y20,,,GND,,,,,,,,,,,,
Y21,,,VCCINT,,,,,,,,1.0,,,,
Y22,,,GND,,,,,,,,,,,,
Y23,,,VCCAUX,,,,,,,,2.5,,,,
Y24,dqa[3],IOB,IO_L2P_21,OUTPUT,LVTTL,21,8,SLOW,,,,LOCATED,NO,NONE,
Y25,,,GND,,,,,,,,,,,,
Y26,amc_port_p[7][9],IOB,IO_L1P_17,INPUT,LVDS_25,17,,,,NONE,,LOCATED,NO,DIFF_TERM,
Y27,amc_port_p[7][7],IOB,IO_L3P_17,INPUT,LVDS_25,17,,,,NONE,,LOCATED,NO,DIFF_TERM,
Y28,amc_port_p[7][4],IOB,IO_L8P_CC_17,INPUT,LVDS_25,17,,,,NONE,,LOCATED,NO,DIFF_TERM,
Y29,amc_port_n[7][4],IOB,IO_L8N_CC_17,INPUT,LVDS_25,17,,,,NONE,,LOCATED,NO,DIFF_TERM,
Y30,,,GND,,,,,,,,,,,,
Y31,amc_port_n[7][3],IOB,IO_L6N_17,INPUT,LVDS_25,17,,,,NONE,,LOCATED,NO,DIFF_TERM,
Y32,amc_port_p[4][3],IOB,IO_L4P_13,INPUT,LVDS_25,13,,,,NONE,,LOCATED,NO,DIFF_TERM,
Y33,amc_port_p[4][2],IOB,IO_L2P_SM6P_13,INPUT,LVDS_25,13,,,,NONE,,LOCATED,NO,DIFF_TERM,
Y34,amc_port_n[4][1],IOB,IO_L3N_SM5N_13,INPUT,LVDS_25,13,,,,NONE,,LOCATED,NO,DIFF_TERM,

# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
# 
#* Default value.
#** This default Pullup/Pulldown value can be overridden in Bitgen. 
#All RSVD_0 pins must be tied to GROUND.
#****** Special VCCO requirements may apply. Please consult the device 
#       family datasheet for specific guideline on VCCO requirements. 
#
#
#
